,avg_turnover
MOM5,0.5104334087420992
MOM20,0.29422349620286065
MOM60,0.18221307780547585
MOM_DIVERGE,0.18204255987961004
MOM_ACCEL,0.32960312415518433
VOL_RATIO_5_20,0.4780228559262934
VOL_RATIO_20_60,0.17133924874783607
AVG_RANGE_10,0.1514193105867621
VOL_SURGE_5_20,0.3611550468763092
VP_CORR_20,0.2561059078685774
OBV_RATIO_10,0.4042428360248538
DIST_MA20,0.45212108357329267
RSI_14,0.34180611040288195
